bid_id,ad_id,buyer_id,bid_price,bid_date,bid_status
1370,116,14,331100000,2023-11-10 02:58:21,Rejected
1371,56,53,388500000,2023-11-09 03:31:57,Rejected
1372,110,67,232800000,2023-10-05 08:30:39,Sent
1373,101,87,334834477,2023-09-07 08:58:54,Rejected
1374,173,21,279825039,2023-08-20 18:01:40,Rejected
1375,72,17,307683659,2023-12-25 23:39:12,Rejected
1376,128,35,233020371,2023-11-30 22:02:20,Sent
1377,185,49,80000000,2023-12-30 23:23:11,Sent
1378,184,88,291600000,2023-12-29 19:00:58,Rejected
1379,170,72,233058254,2023-11-26 06:18:56,Sent
1380,8,57,131900000,2023-10-24 06:35:38,Rejected
1381,134,67,221800000,2023-04-06 21:28:01,Sent
1382,144,81,180200000,2023-07-27 06:01:04,Sent
1383,83,55,143943914,2023-12-09 20:30:43,Sent
1384,159,6,135400000,2023-11-06 06:14:37,Sent
1385,36,4,228400000,2023-12-31 06:56:59,Rejected
1386,22,31,224717537,2023-11-02 19:35:54,Sent
1387,145,18,90931250,2023-03-14 03:29:51,Rejected
1388,97,90,174800000,2023-10-21 09:21:00,Rejected
1389,100,97,376000000,2023-05-29 06:25:31,Sent
1390,170,34,314225606,2023-02-14 13:38:58,Sent
1391,37,52,86721655,2023-03-06 17:09:02,Sent
1392,10,12,193859348,2023-04-06 17:12:01,Sent
1393,95,28,95600000,2023-12-04 09:56:26,Sent
1394,89,17,86933296,2023-12-11 04:03:13,Sent
1395,186,33,350800000,2023-10-01 15:45:02,Sent
1396,162,29,397700000,2023-08-14 05:56:40,Rejected
1397,121,23,97344911,2023-08-07 15:50:49,Sent
1398,8,10,131900000,2023-04-27 17:39:06,Rejected
1399,51,82,394300000,2023-12-17 03:56:10,Rejected
1400,97,33,174800000,2023-12-10 20:44:06,Rejected
1401,195,58,134672575,2023-11-22 10:31:35,Rejected
1402,11,72,98100000,2023-12-30 06:15:45,Sent
1403,132,47,121600000,2023-11-07 22:02:30,Rejected
1404,192,18,349300000,2023-12-29 01:03:49,Rejected
1405,138,7,267300000,2023-03-31 04:40:37,Rejected
1406,87,25,283700000,2023-10-31 17:07:38,Sent
1407,72,25,95947881,2023-12-22 23:25:52,Rejected
1408,80,49,91591129,2023-11-16 17:37:37,Rejected
1409,23,79,89859939,2023-09-23 16:41:27,Rejected
1410,50,36,369500000,2023-12-22 20:19:54,Rejected
1411,167,13,111586583,2023-10-18 03:37:50,Sent
1412,87,70,283700000,2023-11-02 04:06:17,Sent
1413,66,95,92221984,2023-12-27 06:38:38,Rejected
1414,20,54,98938346,2023-11-16 07:11:17,Rejected
1415,45,80,272900000,2023-07-31 21:59:01,Rejected
1416,138,56,267300000,2022-05-21 15:45:18,Rejected
1417,107,85,104183751,2023-11-14 00:18:16,Sent
1418,184,25,291600000,2023-12-27 05:14:49,Rejected
1419,149,23,177669373,2023-12-21 03:26:07,Rejected
1420,69,39,86500000,2023-12-20 12:45:03,Rejected
1421,160,16,105566643,2023-12-29 11:03:04,Sent
1422,44,81,215300000,2023-12-11 18:10:35,Rejected
1423,181,51,341000000,2023-08-28 09:48:04,Sent
1424,189,93,103657308,2023-12-29 11:17:26,Sent
1425,90,29,123074196,2023-05-11 02:08:43,Rejected
1426,67,23,305100000,2023-09-16 09:08:02,Sent
1427,85,65,251600000,2023-11-02 20:39:46,Sent
1428,162,85,397700000,2023-09-20 11:00:50,Rejected
1429,192,88,349300000,2023-12-16 10:34:39,Rejected
1430,36,53,228400000,2023-03-09 03:57:33,Rejected
1431,52,89,98500000,2023-10-05 16:23:20,Sent
1432,66,60,85730541,2023-02-20 03:47:56,Rejected
1433,123,99,104822747,2023-06-09 05:22:04,Sent
1434,155,37,140041418,2023-12-01 05:01:03,Sent
1435,51,21,394300000,2023-10-22 01:48:20,Rejected
1436,48,17,109200000,2023-10-24 13:30:18,Sent
1437,161,69,123700000,2023-12-13 16:11:53,Rejected
1438,25,53,129226248,2023-07-21 00:40:46,Rejected
1439,165,20,117713905,2023-07-29 17:17:19,Sent
1440,130,21,317000000,2023-12-19 06:31:03,Rejected
1441,15,82,129869869,2023-12-31 10:05:46,Rejected
1442,180,60,229391704,2023-09-21 18:48:54,Rejected
1443,100,66,376000000,2023-05-20 07:44:09,Sent
1444,163,22,306900000,2023-06-09 05:37:04,Sent
1445,57,71,244300000,2023-12-03 05:19:47,Sent
1446,22,57,170754514,2023-08-16 12:10:42,Sent
1447,43,89,397200000,2023-11-13 17:54:08,Sent
1448,41,20,153100000,2023-06-13 10:45:35,Rejected
1449,157,87,301000000,2023-05-12 16:52:35,Sent
1450,192,34,349300000,2023-12-05 03:14:37,Rejected
1451,113,59,105000000,2022-12-06 01:52:29,Rejected
1452,26,14,364700000,2023-10-01 08:51:37,Sent
1453,67,60,305100000,2023-12-14 18:37:08,Sent
1454,107,97,134713036,2023-12-30 02:11:15,Sent
1455,180,60,163005205,2023-12-02 18:27:06,Rejected
1456,115,78,179032930,2023-11-24 11:12:13,Sent
1457,111,62,364800000,2023-12-25 12:06:22,Sent
1458,148,14,108500000,2023-03-18 11:35:17,Sent
1459,196,52,98846776,2023-12-07 02:35:50,Sent
1460,156,94,245700000,2023-12-30 15:08:21,Rejected
1461,4,62,147100526,2023-12-17 02:48:41,Rejected
1462,74,70,380600000,2023-12-11 13:49:20,Rejected
1463,196,22,107479021,2023-12-01 22:33:06,Sent
1464,82,90,302900000,2023-10-31 02:54:24,Sent
1465,41,1,153100000,2023-05-28 06:30:31,Rejected
1466,32,43,282000000,2023-12-11 06:01:09,Sent
1467,161,81,123700000,2023-12-08 11:44:27,Rejected
1468,39,100,92223579,2023-10-24 16:15:41,Rejected
1469,15,31,120261590,2023-12-23 19:58:56,Rejected
1470,61,63,119471873,2023-12-24 04:34:14,Rejected
1471,51,77,394300000,2023-12-06 20:37:19,Rejected
1472,159,80,135400000,2023-12-20 16:09:29,Sent
1473,53,58,113761618,2023-12-27 12:50:21,Sent
1474,78,28,108800000,2023-07-20 19:44:26,Rejected
1475,68,60,189304814,2023-08-21 05:20:30,Rejected
1476,103,37,113090064,2023-11-16 05:49:04,Rejected
1477,35,85,135100000,2023-09-23 05:34:31,Rejected
1478,37,36,203917079,2023-07-12 03:48:45,Sent
1479,30,88,132677693,2023-08-15 19:03:31,Sent
1480,11,74,98100000,2023-12-31 00:43:09,Sent
1481,87,90,283700000,2023-09-19 23:24:42,Sent
1482,100,75,376000000,2022-05-08 20:04:10,Sent
1483,38,87,231616427,2023-11-10 20:34:22,Sent
1484,143,34,297800000,2023-12-29 08:22:17,Sent
1485,176,17,183200000,2023-12-11 14:34:49,Sent
1486,200,17,142062146,2023-07-04 07:49:25,Rejected
1487,21,45,83556413,2023-06-03 09:53:25,Rejected
1488,195,47,94468136,2023-09-01 23:08:00,Rejected
1489,106,13,176000000,2023-03-04 09:27:58,Rejected
1490,106,45,176000000,2023-09-29 11:25:37,Rejected
1491,64,72,162800000,2021-12-10 08:29:43,Sent
1492,130,2,317000000,2023-12-23 18:34:01,Rejected
1493,47,98,105400000,2023-11-25 23:59:37,Rejected
1494,152,13,154784703,2023-04-26 17:55:43,Rejected
1495,103,33,87958275,2023-07-17 05:15:35,Rejected
1496,108,31,286400000,2023-07-06 18:48:23,Sent
1497,148,15,108500000,2023-03-17 16:13:55,Sent
1498,40,22,170200000,2023-09-18 15:59:55,Rejected
1499,179,21,245699473,2023-01-26 21:28:12,Sent
1500,94,90,97900000,2023-12-04 01:08:43,Rejected
1501,61,3,116609038,2023-12-23 23:26:12,Rejected
1502,10,52,351052569,2023-09-17 16:58:22,Sent
1503,195,18,190165383,2023-11-05 19:22:29,Rejected
1504,27,23,261593200,2023-08-30 01:46:42,Rejected
1505,146,93,195690046,2023-09-01 11:52:08,Rejected
1506,21,98,113561549,2023-12-21 14:56:03,Rejected
1507,75,86,357094915,2023-11-11 00:46:43,Rejected
1508,60,55,377000000,2023-07-02 08:55:40,Sent
1509,177,64,320100000,2023-12-27 20:35:19,Sent
1510,81,58,234200000,2023-08-01 21:25:39,Rejected
1511,88,81,306727786,2023-11-29 17:40:14,Sent
1512,111,99,364800000,2023-12-02 15:06:05,Sent
1513,67,44,305100000,2023-09-15 01:53:44,Sent
1514,75,41,84950947,2023-11-20 14:12:45,Rejected
1515,59,54,317243666,2023-12-01 08:45:44,Rejected
1516,50,11,369500000,2023-07-30 23:44:02,Rejected
1517,79,95,178300000,2023-01-28 03:31:30,Rejected
1518,200,7,120423215,2023-09-15 22:19:47,Rejected
1519,136,42,154962183,2023-04-15 13:07:16,Rejected
1520,166,87,97800000,2023-12-05 10:25:14,Sent
1521,14,96,101000000,2022-12-04 19:53:46,Rejected
1522,25,1,217227870,2023-06-11 07:35:00,Rejected
1523,33,76,99100000,2023-10-19 20:07:11,Sent
1524,58,11,271800000,2023-05-31 15:12:57,Rejected
1525,157,12,301000000,2023-07-28 02:24:43,Sent
1526,146,97,171272221,2023-07-03 21:46:19,Rejected
1527,167,89,111764433,2023-10-23 11:27:05,Sent
1528,3,41,357400000,2023-12-28 09:01:02,Sent
1529,10,34,232877243,2023-12-29 18:12:12,Sent
1530,36,49,228400000,2023-07-22 06:58:47,Rejected
1531,170,15,226786654,2023-09-14 18:39:01,Sent
1532,87,15,283700000,2023-12-31 15:11:22,Sent
1533,21,87,83882118,2023-08-26 17:50:17,Rejected
1534,25,5,240164991,2023-08-27 14:11:45,Rejected
1535,37,97,129183237,2023-06-20 21:16:46,Sent
1536,31,47,239496764,2023-11-27 10:53:07,Sent
1537,32,95,282000000,2023-12-10 11:03:09,Sent
1538,105,99,98353610,2023-11-03 19:01:38,Rejected
1539,82,11,302900000,2022-09-28 14:11:30,Sent
1540,179,99,130687596,2023-06-04 01:28:59,Sent
1541,10,39,335996834,2023-04-17 08:35:22,Sent
1542,161,26,123700000,2023-12-16 15:07:04,Rejected
1543,147,59,88448678,2023-12-07 17:20:29,Sent
1544,25,95,148591023,2023-10-09 02:56:44,Rejected
1545,196,64,133424273,2023-10-29 00:05:21,Sent
1546,177,91,320100000,2023-12-13 04:22:30,Sent
1547,93,46,120861814,2023-12-20 05:02:35,Rejected
1548,62,81,296704055,2023-01-22 00:10:36,Rejected
1549,93,34,224113165,2023-12-09 02:10:22,Rejected
1550,129,56,231500000,2023-12-25 06:09:03,Rejected
1551,154,68,113112167,2023-06-20 20:24:37,Sent
1552,96,11,281400000,2023-05-20 21:54:52,Sent
1553,5,16,161400000,2023-12-17 15:42:44,Rejected
1554,124,87,178150878,2023-11-09 11:57:27,Sent
1555,84,88,155100000,2023-09-11 21:57:26,Rejected
1556,125,22,237300000,2023-12-31 01:06:31,Sent
1557,178,23,80605788,2022-11-10 18:07:20,Rejected
1558,146,7,141855863,2023-07-20 00:44:39,Rejected
1559,154,85,125942353,2023-11-12 20:18:40,Sent
1560,84,24,155100000,2023-03-08 06:57:03,Rejected
1561,196,9,95440234,2023-10-25 15:05:48,Sent
1562,136,96,146732448,2023-12-17 11:20:21,Rejected
1563,103,28,281525507,2023-08-09 18:39:56,Rejected
1564,197,50,285000000,2023-09-19 20:24:45,Sent
1565,68,50,251620013,2023-11-05 05:50:41,Rejected
1566,198,55,218351770,2023-06-03 14:22:04,Rejected
1567,60,97,377000000,2023-12-28 09:39:55,Sent
1568,105,9,356713381,2023-11-02 17:40:37,Rejected
1569,159,52,135400000,2023-12-28 03:10:07,Sent
1570,43,100,397200000,2023-08-03 00:52:18,Sent
1571,149,55,111755733,2023-12-17 12:21:45,Rejected
1572,142,52,235700000,2023-12-28 01:38:20,Sent
1573,15,65,108999783,2023-12-30 05:46:20,Rejected
1574,171,9,134162538,2022-09-22 23:54:41,Sent
1575,44,50,215300000,2023-12-19 02:51:49,Rejected
1576,61,64,140091070,2023-12-19 12:27:22,Rejected
1577,184,63,291600000,2023-12-31 03:23:16,Rejected
1578,140,91,262800000,2023-02-23 22:07:06,Rejected
1579,138,24,267300000,2022-01-14 06:45:20,Rejected
1580,66,22,105969940,2023-02-05 19:48:13,Rejected
1581,90,26,225712788,2023-11-08 10:35:29,Rejected
1582,159,68,135400000,2023-10-30 01:05:09,Sent
1583,71,85,325300000,2023-10-11 22:19:20,Rejected
1584,164,16,95153515,2023-09-13 05:49:27,Sent
1585,192,68,349300000,2023-12-29 16:42:29,Rejected
1586,176,16,183200000,2022-10-19 03:21:44,Sent
1587,137,24,153079036,2023-11-12 13:02:28,Sent
1588,188,81,247100000,2023-11-15 07:39:26,Rejected
1589,197,85,285000000,2023-09-21 10:06:44,Sent
1590,195,84,116827409,2023-10-25 19:24:23,Rejected
1591,97,75,174800000,2023-10-24 08:58:19,Rejected
1592,93,5,215607570,2023-12-19 17:20:10,Rejected
1593,183,65,398400000,2023-10-02 14:13:30,Sent
1594,109,9,114200000,2023-12-31 08:52:35,Rejected
1595,147,3,255327507,2023-12-19 01:58:40,Sent
1596,171,8,117258717,2023-11-24 12:33:51,Sent
1597,198,73,128657054,2023-06-23 04:20:51,Rejected
1598,26,51,364700000,2023-04-28 18:48:28,Sent
1599,107,74,107600809,2023-10-24 11:08:00,Sent
1600,103,80,119049912,2023-06-25 15:10:44,Rejected
1601,156,20,245700000,2023-12-29 05:18:34,Rejected
1602,34,99,166339147,2023-12-18 15:00:48,Rejected
1603,62,47,286115654,2023-01-02 01:23:18,Rejected
1604,55,47,90453834,2023-08-30 00:18:04,Sent
1605,61,35,139659445,2023-12-30 09:03:03,Rejected
1606,200,24,137373865,2023-05-10 08:31:15,Rejected
1607,72,47,344165311,2023-12-22 21:33:00,Rejected
1608,176,58,183200000,2022-09-03 09:49:10,Sent
1609,61,37,103723130,2023-12-17 15:32:07,Rejected
1610,168,43,254133592,2023-06-15 20:27:14,Sent
1611,199,11,245180518,2021-09-10 14:14:58,Rejected
1612,52,99,98500000,2023-11-01 00:08:42,Sent
1613,19,23,391600000,2023-11-16 03:25:30,Sent
1614,116,20,331100000,2023-09-04 20:32:57,Rejected
1615,155,30,258097894,2023-12-01 01:43:46,Sent
1616,164,68,90757602,2023-05-29 18:02:56,Sent
1617,37,54,143749888,2023-06-09 19:07:07,Sent
1618,179,26,208413395,2023-02-23 11:36:17,Sent
1619,124,41,210102069,2023-11-15 16:10:27,Sent
1620,18,82,209160731,2023-12-02 09:59:00,Rejected
1621,57,43,244300000,2023-11-26 11:54:56,Sent
1622,124,5,235665624,2023-11-16 04:38:23,Sent
1623,180,84,204982048,2023-10-15 06:12:32,Rejected
1624,192,34,349300000,2023-12-24 03:55:04,Rejected
1625,94,31,97900000,2023-11-12 05:51:02,Rejected
1626,23,4,137083177,2023-10-02 12:39:33,Rejected
1627,51,39,394300000,2023-11-02 18:01:43,Rejected
1628,17,7,94826980,2023-12-14 19:55:29,Rejected
1629,48,13,109200000,2023-01-08 23:00:31,Sent
1630,73,49,161381473,2023-12-04 12:32:41,Sent
1631,170,16,147123987,2023-11-01 14:20:45,Sent
1632,21,51,104256786,2023-11-10 15:39:41,Rejected
1633,181,12,341000000,2023-10-06 18:33:55,Sent
1634,98,11,139200000,2023-12-29 17:47:02,Sent
1635,73,68,139333556,2023-06-02 05:36:37,Sent
1636,177,2,320100000,2023-12-06 03:17:54,Sent
1637,98,40,139200000,2023-12-30 15:31:03,Sent
1638,167,71,107608747,2023-11-07 10:07:26,Sent
1639,182,38,119433786,2023-12-14 12:08:31,Sent
1640,67,23,305100000,2023-12-27 06:34:40,Sent
1641,76,3,284900000,2023-01-24 19:25:34,Sent
1642,194,23,107599751,2023-12-19 08:43:55,Sent
1643,54,99,181400000,2023-12-23 03:36:52,Rejected
1644,119,10,335227294,2023-12-24 16:42:25,Sent
1645,66,85,163854529,2022-08-14 21:43:36,Rejected
1646,7,89,354900000,2023-10-30 16:09:54,Sent
1647,163,94,306900000,2023-12-09 05:03:01,Sent
1648,193,90,282100000,2022-11-10 16:36:20,Sent
1649,84,96,155100000,2023-03-08 16:01:43,Rejected
1650,152,63,108549172,2023-10-26 18:15:00,Rejected
1651,133,67,89929602,2023-05-30 01:02:48,Sent
1652,160,13,216755877,2023-12-29 19:59:49,Sent
1653,195,28,144016145,2023-12-14 17:14:11,Rejected
1654,2,83,141668700,2023-12-03 08:39:39,Rejected
1655,109,92,114200000,2023-12-31 16:56:58,Rejected
1656,176,81,183200000,2023-07-09 05:32:28,Sent
1657,145,72,89814191,2023-01-08 06:32:56,Rejected
1658,190,78,89900000,2023-11-07 17:19:12,Rejected
1659,41,70,153100000,2022-09-30 08:14:26,Rejected
1660,119,42,232632785,2023-12-30 11:58:59,Sent
1661,124,100,241636825,2023-11-03 21:24:59,Sent
1662,145,47,94241934,2022-09-12 04:04:18,Rejected
1663,132,35,121600000,2023-11-07 08:28:52,Rejected
1664,146,17,175523209,2023-08-14 08:04:57,Rejected
1665,23,83,127925837,2023-11-06 22:01:54,Rejected
1666,77,85,130800000,2021-11-18 06:12:42,Sent
1667,178,95,84801326,2023-10-21 23:00:02,Rejected
1668,81,74,234200000,2022-10-20 22:50:54,Rejected
1669,92,85,105678938,2023-01-16 07:43:28,Sent
1670,184,79,291600000,2023-12-30 00:37:20,Rejected
1671,131,14,80718879,2023-10-01 12:46:19,Sent
1672,24,60,288900000,2023-12-22 22:58:55,Sent
1673,122,77,393600000,2023-12-20 16:32:05,Sent
1674,112,71,88282667,2022-10-27 09:16:58,Sent
1675,42,80,210300000,2023-10-16 20:37:06,Sent
1676,22,3,163291685,2023-12-13 22:34:39,Sent
1677,75,10,86298907,2023-11-16 17:51:19,Rejected
1678,36,41,228400000,2023-11-14 07:07:46,Rejected
1679,127,37,240900000,2023-11-30 20:31:24,Sent
1680,59,38,303489331,2023-12-16 18:44:28,Rejected
1681,42,4,210300000,2023-04-13 12:16:27,Sent
1682,64,22,162800000,2021-12-25 05:12:34,Sent
1683,111,64,364800000,2023-12-09 10:51:12,Sent
1684,47,45,105400000,2023-12-31 04:22:20,Rejected
1685,177,14,320100000,2023-12-06 00:02:21,Sent
1686,79,67,178300000,2023-05-05 16:04:02,Rejected
1687,106,43,176000000,2022-09-11 16:36:46,Rejected
1688,141,87,154400000,2023-08-05 12:48:04,Rejected
1689,156,32,245700000,2023-12-26 23:31:52,Rejected
1690,118,82,222719813,2023-10-15 21:50:56,Rejected
1691,57,78,244300000,2023-12-29 00:25:49,Sent
1692,55,87,133423481,2023-10-15 21:21:44,Sent
1693,177,57,320100000,2023-12-16 08:08:49,Sent
1694,114,11,136469405,2023-05-03 01:21:09,Sent
1695,132,98,121600000,2023-10-09 00:35:29,Rejected
1696,16,15,204491239,2023-12-07 01:40:47,Sent
1697,38,72,280820992,2023-12-01 15:26:52,Sent
1698,110,37,232800000,2023-09-13 13:16:57,Sent
1699,70,65,125404974,2022-07-16 07:47:12,Sent
1700,88,40,228926648,2023-11-06 22:12:56,Sent
1701,48,46,109200000,2022-07-12 12:00:52,Sent
1702,175,22,283464334,2023-10-31 22:17:41,Sent
1703,10,45,102675710,2023-05-16 22:25:32,Sent
1704,12,63,110993929,2023-12-31 00:30:32,Rejected
1705,25,12,226101434,2023-04-28 03:15:24,Rejected
1706,50,92,369500000,2023-08-13 16:20:10,Rejected
1707,107,32,91455109,2023-11-23 10:20:42,Sent
1708,173,1,211537472,2022-08-09 09:03:51,Rejected
1709,46,56,95207477,2023-10-13 07:45:28,Sent
1710,6,20,112300000,2023-12-14 22:54:40,Rejected
1711,44,16,215300000,2023-06-24 23:57:33,Rejected
1712,109,2,114200000,2023-12-31 01:47:23,Rejected
1713,55,35,235420022,2023-10-11 14:12:37,Sent
1714,154,92,117860736,2023-09-15 22:44:41,Sent
1715,27,33,222069376,2023-12-28 17:56:45,Rejected
1716,31,100,312652733,2023-12-11 07:16:03,Sent
1717,15,52,126413025,2023-12-20 21:34:38,Rejected
1718,7,35,354900000,2023-08-04 22:15:43,Sent
1719,113,41,105000000,2023-11-14 22:14:50,Rejected
1720,17,29,132176257,2023-11-27 15:30:34,Rejected
1721,124,95,270163693,2023-12-09 05:40:22,Sent
1722,174,64,94100000,2023-12-19 04:30:24,Rejected
1723,138,35,267300000,2023-05-30 01:09:04,Rejected
1724,106,53,176000000,2023-07-26 21:53:54,Rejected
1725,176,98,183200000,2023-07-11 09:26:25,Sent
1726,25,27,113598182,2022-10-10 06:46:10,Rejected
1727,190,3,89900000,2023-11-09 03:42:30,Rejected
1728,43,3,397200000,2023-11-09 03:01:30,Sent
1729,56,71,388500000,2023-11-27 16:10:32,Rejected
1730,13,83,304700000,2023-12-28 04:43:35,Rejected
1731,127,30,240900000,2023-12-16 11:04:10,Sent
1732,93,18,197440171,2023-12-18 01:07:04,Rejected
1733,170,19,175483435,2022-12-29 17:35:11,Sent
1734,176,53,183200000,2023-12-06 15:11:05,Sent
1735,107,1,109807242,2023-12-20 13:59:57,Sent
1736,74,93,380600000,2023-12-08 15:43:48,Rejected
1737,67,45,305100000,2023-10-30 23:59:18,Sent
1738,82,96,302900000,2022-01-12 02:03:44,Sent
1739,130,41,317000000,2023-12-11 12:41:38,Rejected
1740,93,94,230343854,2023-12-25 14:58:12,Rejected
1741,92,91,124338256,2023-12-21 18:01:53,Sent
1742,20,28,99374910,2023-12-26 10:24:32,Rejected
1743,108,97,286400000,2023-09-25 13:55:52,Sent
1744,163,85,306900000,2023-06-29 01:58:15,Sent
1745,165,29,240047027,2023-08-11 14:13:26,Sent
1746,161,31,123700000,2023-12-01 20:19:35,Rejected
1747,91,88,175500000,2023-08-15 00:58:12,Sent
1748,50,52,369500000,2023-08-22 08:18:37,Rejected
1749,109,80,114200000,2023-12-30 11:15:58,Rejected
1750,157,99,301000000,2023-07-06 16:30:16,Sent
1751,3,61,357400000,2023-12-26 16:36:11,Sent
1752,141,29,154400000,2023-12-01 10:05:02,Rejected
1753,55,66,241461475,2023-09-05 01:45:36,Sent
1754,198,64,272484050,2023-06-17 07:01:55,Rejected
1755,72,6,111755238,2023-12-25 15:52:49,Rejected
1756,118,13,156545523,2023-11-14 18:15:29,Rejected
1757,93,69,170563728,2023-12-22 13:20:04,Rejected
1758,101,45,307443900,2023-10-21 14:30:19,Rejected
1759,75,1,151262155,2023-11-06 06:57:37,Rejected
1760,138,61,267300000,2023-08-26 16:01:15,Rejected
1761,111,16,364800000,2023-12-22 20:06:40,Sent
1762,106,74,176000000,2022-09-13 22:21:02,Rejected
1763,78,76,108800000,2022-06-09 03:00:51,Rejected
1764,13,5,304700000,2023-12-31 13:31:31,Rejected
1765,138,35,267300000,2021-12-02 12:59:07,Rejected
1766,189,17,151070646,2023-12-28 06:18:15,Sent
1767,121,72,80843071,2023-12-17 14:50:22,Sent
1768,138,30,267300000,2023-12-09 02:31:04,Rejected
1769,124,93,313187862,2023-12-23 12:28:24,Sent
1770,188,52,247100000,2023-09-15 04:39:27,Rejected
1771,76,58,284900000,2023-04-09 17:56:45,Sent
1772,57,99,244300000,2023-12-18 07:02:50,Sent
1773,173,93,86661745,2022-08-02 13:15:56,Rejected
1774,174,92,94100000,2023-12-17 21:53:54,Rejected
1775,179,53,263421298,2023-09-26 08:23:17,Sent
1776,99,62,260700000,2023-06-14 14:30:07,Rejected
1777,92,84,239938265,2022-11-12 00:14:00,Sent
1778,133,52,102947620,2023-06-23 11:58:27,Sent
1779,142,73,235700000,2023-12-13 05:04:17,Sent
1780,123,8,83964296,2023-08-20 10:34:53,Sent
1781,141,27,154400000,2023-10-06 03:57:08,Rejected
1782,118,17,223925644,2023-09-22 07:53:34,Rejected
1783,28,70,389300000,2023-11-19 23:44:34,Sent
1784,159,66,135400000,2023-12-13 04:52:39,Sent
1785,103,18,226819364,2023-05-23 09:52:28,Rejected
1786,3,89,357400000,2023-10-14 20:22:13,Sent
1787,191,44,295300000,2023-07-03 12:40:57,Sent
1788,89,52,97318973,2023-11-16 05:07:05,Sent
1789,196,29,90056291,2023-12-20 19:01:37,Sent
1790,181,48,341000000,2023-11-25 14:16:38,Sent
1791,67,62,305100000,2023-08-22 19:03:11,Sent
1792,34,26,129595676,2023-12-22 14:17:04,Rejected
1793,110,13,232800000,2023-10-01 04:16:47,Sent
1794,17,96,110425630,2023-12-16 11:07:49,Rejected
1795,144,20,180200000,2023-10-09 22:27:57,Sent
1796,63,11,113641997,2023-07-16 00:14:04,Sent
1797,16,74,254622526,2023-12-09 19:06:54,Sent
1798,110,74,232800000,2023-08-24 12:25:26,Sent
1799,147,2,192355251,2023-12-12 17:37:46,Sent
1800,120,60,80040442,2023-09-17 10:44:49,Rejected
1801,96,23,281400000,2023-10-24 11:22:08,Sent
1802,52,73,98500000,2023-06-27 01:51:01,Sent
1803,67,89,305100000,2023-12-11 21:54:39,Sent
1804,164,84,86039953,2023-08-12 12:34:16,Sent
1805,21,33,98889309,2023-04-14 15:31:14,Rejected
1806,94,52,97900000,2023-11-12 20:09:44,Rejected
1807,137,63,101546405,2023-11-14 21:46:02,Sent
1808,36,98,228400000,2023-10-26 11:41:25,Rejected
1809,51,78,394300000,2023-11-18 14:28:49,Rejected
1810,92,7,234164658,2023-09-11 06:23:41,Sent
1811,108,29,286400000,2023-09-02 20:05:58,Sent
1812,15,16,137847836,2023-12-15 06:26:18,Rejected
1813,159,11,135400000,2023-11-13 02:49:01,Sent
1814,110,48,232800000,2023-12-06 04:04:09,Sent
1815,68,97,131586380,2023-12-26 20:16:19,Rejected
1816,41,74,153100000,2023-09-24 16:31:13,Rejected
1817,85,21,251600000,2023-12-21 18:45:33,Sent
1818,167,8,181505781,2023-07-13 04:23:17,Sent
1819,10,75,111118927,2023-09-08 11:06:18,Sent
1820,43,86,397200000,2023-11-20 23:49:04,Sent
1821,172,47,274176912,2023-03-10 01:21:29,Sent
1822,78,26,108800000,2022-03-20 07:02:15,Rejected
1823,39,80,85466754,2023-06-02 19:30:35,Rejected
1824,87,35,283700000,2023-11-14 12:20:57,Sent
1825,161,80,123700000,2023-12-04 02:45:37,Rejected
1826,123,76,226516338,2023-09-23 20:08:11,Sent
1827,29,35,103624531,2023-12-10 16:09:44,Sent
1828,192,87,349300000,2023-12-25 13:50:39,Rejected
1829,155,39,275522479,2023-10-22 05:11:08,Sent
1830,121,10,99479186,2023-04-26 10:14:38,Sent
1831,24,71,288900000,2023-12-31 17:47:25,Sent
1832,22,4,92570473,2023-09-24 07:02:31,Sent
1833,119,65,321989818,2023-12-31 07:38:21,Sent
1834,67,38,305100000,2023-12-13 11:07:25,Sent
1835,4,74,96899029,2023-12-27 06:42:10,Rejected
1836,146,33,149333166,2023-08-21 07:26:21,Rejected
1837,17,85,116053431,2023-12-24 03:51:36,Rejected
1838,169,65,113660506,2023-12-11 02:22:30,Rejected
1839,124,73,173296932,2023-11-09 17:36:46,Sent
1840,21,86,81384845,2023-05-23 03:35:23,Rejected
1841,6,34,112300000,2023-12-28 20:43:45,Rejected
1842,44,94,215300000,2023-07-12 01:50:05,Rejected
1843,31,16,136332327,2023-12-07 15:37:51,Sent
1844,191,29,295300000,2023-03-19 00:23:24,Sent
1845,151,36,131800000,2023-12-30 13:06:01,Rejected
1846,62,4,214413955,2022-08-17 16:23:09,Rejected
1847,125,40,237300000,2023-12-28 22:25:44,Sent
1848,168,21,93880954,2022-11-23 07:28:31,Sent
1849,10,6,101079336,2023-12-23 20:04:57,Sent
1850,199,77,202761544,2022-06-17 15:16:46,Rejected
1851,185,28,80000000,2023-12-29 11:07:13,Sent
1852,32,46,282000000,2023-12-17 14:02:24,Sent
1853,190,83,89900000,2023-09-12 04:58:53,Rejected
1854,33,84,99100000,2023-12-20 16:32:35,Sent
1855,144,71,180200000,2023-10-31 06:54:28,Sent
1856,67,45,305100000,2023-10-07 01:11:23,Sent
1857,64,33,162800000,2022-08-13 17:18:12,Sent
1858,49,72,169500000,2023-11-19 08:02:07,Sent
1859,197,53,285000000,2023-09-23 17:17:05,Sent
